row,t,sig_ps,V1,V2,V3,V4,V5,V6
1,3.265846198171473,0.62,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cigarettes_1
2,4.9723142013185155,0.9,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,grocery_1
3,4.256125443736194,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,tennis_1
4,2.9443774250450736,0.53,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,skiing_1
5,2.795633588923883,0.54,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,podcast_1
6,4.210952264270145,0.78,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,driving_1
7,5.638537593735291,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,cook_at_home_1
8,5.747672864048629,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,dairy_products_1
9,4.9099822271419225,0.92,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,go_to_gym_1
10,6.944260555775095,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,vegetarian_1,drink_coffee_1
11,5.920651282496776,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,grocery_1
12,3.440872075948548,0.72,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,tennis_1
13,2.0120564601450903,0.27,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,skiing_1
14,2.748312302634233,0.51,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,podcast_1
15,3.6521445409015145,0.72,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,driving_1
16,4.8169973735564655,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,cook_at_home_1
17,4.740505059323046,0.91,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,dairy_products_1
18,3.6954408120403714,0.77,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,go_to_gym_1
19,4.319711990991913,0.93,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,cigarettes_1,drink_coffee_1
20,6.921601413509957,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,tennis_1
21,4.546144132587467,0.86,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,skiing_1
22,4.243861199387501,0.86,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,podcast_1
23,5.295348044050427,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,driving_1
24,5.3028707219724955,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,cook_at_home_1
25,5.965774892848383,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,dairy_products_1
26,6.7195792207301865,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,go_to_gym_1
27,6.7489420234112085,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,grocery_1,drink_coffee_1
28,2.9360824886995043,0.54,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,skiing_1
29,3.9428494900836837,0.81,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,podcast_1
30,4.1559403776147095,0.88,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,driving_1
31,6.286402044978947,1,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,cook_at_home_1
32,5.684516975271898,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,dairy_products_1
33,5.997563670544209,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,go_to_gym_1
34,6.405674868683155,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,tennis_1,drink_coffee_1
35,2.3908996754771374,0.36,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,podcast_1
36,3.6998165042076656,0.75,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,driving_1
37,4.890880929301993,0.96,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,cook_at_home_1
38,4.225376640895636,0.9,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,dairy_products_1
39,3.286744985947439,0.62,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,go_to_gym_1
40,5.358886282501542,0.98,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,skiing_1,drink_coffee_1
41,4.007211005073441,0.79,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,driving_1
42,5.253309686018547,0.97,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,cook_at_home_1
43,5.343591000372067,0.94,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,dairy_products_1
44,3.9197325304171975,0.74,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,go_to_gym_1
45,6.072651675942386,0.95,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,podcast_1,drink_coffee_1
46,2.437088390076188,0.34,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,cook_at_home_1
47,3.918520515571292,0.73,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,dairy_products_1
48,4.148247569857192,0.82,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,go_to_gym_1
49,3.7868346542800824,0.71,big_cities_1,own_homes_1,computer_preference_1,news_phone_1,driving_1,drink_coffee_1
