"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","3018Q3ZVOJFWP3H9OSEI97JJK78RAL","ADEMAGRRRGSPT","Submitted","Mon Jan 07 13:23:20 PST 2019","Mon Jan 07 13:25:24 PST 2019","Thu Jan 10 13:25:24 PST 2019","","","","124","100% (1/1)","0% (0/0)","0% (0/0)","93059241"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","304SM51WA4TD9SME9VEJUS8LORCSB5","A1GVTH5YS3WOK0","Submitted","Mon Jan 07 13:24:40 PST 2019","Mon Jan 07 13:26:06 PST 2019","Thu Jan 10 13:26:06 PST 2019","","","","86","0% (0/0)","0% (0/0)","0% (0/0)","70884191"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","308Q0PEVB925RL4L6Z69ZK78RT7I9T","A2XHD64QUKA5Z6","Submitted","Mon Jan 07 13:21:22 PST 2019","Mon Jan 07 13:29:29 PST 2019","Thu Jan 10 13:29:29 PST 2019","","","","487","100% (1/1)","0% (0/0)","0% (0/0)","72187842"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30BXRYBRP5MG7M69TSYGDSE4PHFHWR","A2KI0ORVSCIUK7","Submitted","Mon Jan 07 13:32:10 PST 2019","Mon Jan 07 13:36:22 PST 2019","Thu Jan 10 13:36:22 PST 2019","","","","252","0% (0/0)","0% (0/0)","0% (0/0)","70378480"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30H4UDGLT37CFRAJ830YD3E4D6DMPC","A1R8RBXRU2T6HZ","Submitted","Mon Jan 07 13:39:09 PST 2019","Mon Jan 07 13:42:21 PST 2019","Thu Jan 10 13:42:21 PST 2019","","","","192","100% (1/1)","0% (0/0)","0% (0/0)","25935287"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30LSNF239VKUR1JMLQRUPXZULOBI2H","A2W4RM3SHZ4PWM","Submitted","Mon Jan 07 14:37:36 PST 2019","Mon Jan 07 14:39:06 PST 2019","Thu Jan 10 14:39:06 PST 2019","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","76686213"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30MVJZJNHN21MWOROHR9BLM84989JA","A27GRRV1AJD39S","Submitted","Mon Jan 07 14:25:38 PST 2019","Mon Jan 07 14:28:48 PST 2019","Thu Jan 10 14:28:48 PST 2019","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","24018845"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30OG32W0SV0E0I6TBQZNW6404PHNEO","A226OBT4CQZNEG","Submitted","Mon Jan 07 13:22:07 PST 2019","Mon Jan 07 13:24:24 PST 2019","Thu Jan 10 13:24:24 PST 2019","","","","137","0% (0/0)","0% (0/0)","0% (0/0)","64023225"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30OG32W0SV0E0I6TBQZNW6404QSENS","A2VH1DVHPNFGUG","Submitted","Mon Jan 07 14:20:12 PST 2019","Mon Jan 07 14:21:49 PST 2019","Thu Jan 10 14:21:49 PST 2019","","","","97","0% (0/0)","0% (0/0)","0% (0/0)","32451502"
"32TMVRKDGNN8JPO2QGTPH37PW1148Q","3DBJM5HJP60ECE1ENKX84D5MWUAP90","Estimation Game","Make some judgement about people's habits","game, language game","$0.20","Mon Jan 07 13:18:36 PST 2019","400","BatchId:3492534;OriginalHitTemplateId:920937340;","1800","259200","Thu Jan 10 13:18:36 PST 2019","","","30ZX6P7VF9KQMC3S38CU1YEUY2M2JX","A2XFO0X6RCS98M","Submitted","Mon Jan 07 13:20:24 PST 2019","Mon Jan 07 13:22:56 PST 2019","Thu Jan 10 13:22:56 PST 2019","","","","152","0% (0/0)","0% (0/0)","0% (0/0)","61733198"
